login; location; followers; contributions; stars; language
xuanxu;Madrid, Spain;52;11;57;Ruby
alex94puchades;Spain;1;11;0;C
pedromujica;Canary Islands, Spain;2;11;0;
Gualde;España;3;11;0;Java
manuelpancorbo;Jaén, Spain;2;11;1;Java and Groovy
AGM-GR;Granada;0;11;0;Ruby
shirorin;Madrid, Spain;4;11;3;JavaScript
curiale;Valladolid, Spain;0;11;0;C++
Jacobeom;Madrid (Spain);0;11;0;C#
mmolero;Madrid, Spain;0;11;0;
manoelfolgueira;Galicia, Spain;0;11;0;C and Erlang
cfontpal;Spain;0;11;0;JavaScript and CSS
danielozano;Spain;0;11;0;
ecejjar;Madrid, Spain;0;11;0;Python and C++
tofol;España;0;11;2;PHP
mmanum;Ourense;0;11;0;CSS
Griger;Granada;5;11;0;
martinproject;Tarragona, Spain;1;11;20;JavaScript
basamajoe;Spain;0;11;0;Java
dfpalomar;Spain;0;11;1;Java
VonRaefels;Madrid, Spain;1;11;0;Java
oterox;Madrid;0;11;1;PHP
pedrorgil;Cordoba (Spain);0;10;0;
p22ruloi;Córdoba, Spain;2;10;0;
jtoribio;Spain;2;10;0;
JordiVirgili;Lleida;3;10;2;PHP
delr3ves;Madrid (Spain);9;10;3;Java
Rubarez;España;0;10;0;JavaScript
kevcrow;Spain;0;10;0;Java
AlbertodelaCruz;Madrid, Spain;1;10;0;JavaScript
jraragon;Salamanca;0;10;0;
jbausa;España;0;10;0;CSS
adminkeivox;Spain;0;10;0;
rflnavas;Sevilla;0;10;0;Java
ElizabethMoreno;Sevilla;6;10;0;Python
mviera;Seville;23;10;39;Python
JJBocanegra;Seville;1;10;0;C# and Lua
CarlosSSA;Madrid,Spain;0;10;0;CSS
jacosan;Madrid;0;10;0;R
ansotoPhd;Madrid (Spain);0;10;0;R
AlfonsoCampos;Madrid, Spain;0;10;0;R
thxfran;España;2;10;0;Perl
JorgeValladares;Spain;0;10;0;C#
fmcato;Almería;0;10;0;Shell
neurodigitaltechnologies;Almería, Spain;0;10;0;Java
jllucini;Spain;0;10;0;Objective-C and JavaScript
carlosoca;madrid;0;10;0;Ruby
lomedil;Cantabria;0;10;0;C++
davidverdu;Las Palmas de Gran Canaria - Spain;0;10;0;
yugolemom;BRA,Tocantins,Palmas;0;10;0;JavaScript
KevValle;San Fernando, Cádiz;0;10;0;Python and Ruby
abailiss;Spain or Amsterdam;15;10;69;PHP
juanxo;Spain;10;10;6;Ruby
pelli23;Spain;2;10;0;Java
Brugarolas;Murcia, Spain;2;10;0;
GheRivero;Salamanca, SPAIN);5;10;14;Python
fjfnaranjo;Granada, España (ES);1;10;0;Python
fernandogmar;Sevilla, Spain;4;10;109;JavaScript
crico;Alicante (España);4;10;0;
petrixsoft;Alicante, Spain;1;10;0;C# and JavaScript
guilu;Alicante, Spain;1;10;3;CSS
marionety;Alicante, Spain;1;10;2;Java
Truthkey;Ibiza, Spain;1;10;0;C++
alexbogus;Spain;0;10;0;PowerShell and Shell
nitroduna;Madrid, Spain;10;10;2;CSS
eltercero;Madrid, Spain;16;10;21;Ruby
curratore;Madrid, Spain;0;10;0;Shell
pablrod;Madrid, Spain;1;10;0;Perl and C++
lcrespom;Spain;0;10;0;JavaScript
Pabline;Madrid, Spain;6;10;0;Ruby
gensin;Madrid, Spain;5;10;3;Java
rga4adesis;Madrid (Spain);0;10;0;JavaScript
drjoju;Sant Cugat del Vallés - Barcelona - Spain;1;10;0;Arduino
davidfraj;Zaragoza;0;10;0;CSS
mdalda;Zaragoza;0;10;0;C and C++
Imviktor;Spain;0;10;0;Java
napak;Valencia(spain);2;10;0;JavaScript
fjordansilva;Valladolid, Spain;0;10;2;JavaScript
jvdav;Madrid (Spain);0;10;0;PHP
nokai;Spain;1;10;10;
davidmartingonzalez;Gran Canaria, Spain;0;10;0;Java
albertovilva;Valencia (Spain);2;10;0;Ruby and HTML
juanrmn;Seville, Spain;3;10;39;Python
visualex;Bilbao;2;10;5;JavaScript
ascalotoru;Bilbao;1;10;2;CSS
mikelf;Bilbao;0;10;0;Python
EnriquePH;Spain;0;10;2;R
jocirugeda;Madrid, Spain;0;10;0;R
alvaro-prieto;spain;2;10;55;JavaScript
mckillo;Spain;1;10;0;CSS
rodrigo-alejandre;Spain;1;10;0;Java
mbarbac;Madrid, Spain;1;10;5;C#
jero-rodriguez;Palma de Mallorca;0;10;0;Python
martafonda;Madrid;33;10;0;JavaScript
Hoddix;Bilbao;0;10;1;PHP
JaimeHormiga;Malaga;1;10;0;JavaScript and PHP
gabboman;España;5;10;0;Python
mirakonta;San Sebastian, Spain;2;10;2;C
Alvaro72;Spain;0;10;0;
jspinola;Girona;2;10;0;
cheiff;Madrid;1;10;1;Shell
alfredofp;Madrid;0;10;0;R
dsoms;Girona, Catalonia;2;10;2;Shell
inode64;Valencia / SPAIN;0;10;1;PHP
lukasmarin;Barcelona;0;10;0;R
agustisanchez;Barcelona;0;10;0;Java
sourcerebels;Barcelona, Spain;18;10;6;Java
saulbaro;Barcelona;8;10;0;Ruby and Objective-C
marcperez;Barcelona, Spain;5;10;8;Ruby
sdepablos;Barcelona;14;10;5;PHP
marcgascon;Barcelona;0;10;0;Shell and CSS
Rydra;Barcelona;1;10;3;C#
ronnylt;Barcelona, Spain;40;10;57;PHP
shake729;Barcelona;0;10;0;C
cris7ian;Barcelona, Spain;2;10;0;JavaScript
jonathan-roper;Barcelona, Spain;8;10;19;Shell
chuckleplant;Barcelona;0;10;2;C++
rliuzzi;Barcelona, Spain;6;10;2;Java
procommerz;Barcelona, Spain;1;10;2;Ruby
sdurban;Barcelona, SPAIN;1;10;0;Objective-C
Warblefly;Barcelona and Brighton;0;10;0;Shell
kyleh415;Barcelona, Spain;2;10;0;Objective-C and Ruby
adv0r;Barcelona;12;10;44;JavaScript
sergiandreplace;Barcelona;28;10;7;Java
hverases;Madrid, Spain;0;10;0;PHP
jordi-marsol;Barcelona, Spain;0;10;0;R
Prosumidor;Granada;0;10;0;R
antonioguirola;Granada;0;10;1;Shell
dhAlcojor;Madrid;1;10;0;JavaScript
lonamiaec;Madrid;0;10;0;PHP
oskarcalvo;Madrid;4;10;2;PHP
bhellin;Barcelona;0;10;0;JavaScript
ataberner;Barcelona;0;10;0;PHP
srus;Seville, Spain;11;10;12;JavaScript
u26726;Barcelona, Spain;0;10;0;JavaScript
MarcSalvat;Barcelona;0;10;1;Python
escanton;Barcelona;0;10;0;Shell
hassann201;barcelona, spain;2;10;2;PHP
bermartos;Madrid - Spain;0;10;1;C++ and R
targetimc;Barcelona, Spain;0;10;0;PHP
davefx;Madrid, Spain;3;10;6;PHP
jeagudo;Mérida, Spain;0;10;1;Arduino and Matlab
jcpenuela;Sevilla (Andalucía - España);1;10;0;Python
juansegonzalez;Palma de Mallorca, Spain;0;10;1;Python
mcliment;Valencia, Spain;7;10;18;C#
tonybolanyo;Valencia;0;10;0;CSS
ajaniramon;Valencia;0;10;1;Java
SebasMir;Balears;0;10;0;
mseisdedos;Madrid, Spain;0;10;0;
Schr0dinger;Spain;1;10;0;R
menaweb;Córdoba;0;10;0;Objective-C
miguelcalero;Córdoba, Spain;10;10;0;JavaScript
javiernuber;Cáceres;1;10;2;PHP
jorgeuve;León, Spain;1;10;2;Perl
tomas-teijeiro;Spain;5;10;0;
hiperion;Toledo, Spain;4;10;8;Java
davitol;Valladolid;0;10;0;
alergant;Valladolid;0;10;1;PHP
ernestopino;Madrid;1;10;4;Objective-C
luque;Madrid, Spain;7;10;15;Groovy
alejandroperezlopez;Ferrol (A Coruña);0;10;0;Python
JesGor;Granada;1;10;0;C++
fermitanio;Granada;0;10;0;
rperezperez;Granada;1;10;5;Ruby
jorgejbarra;Sevilla;1;10;0;Java
kruske;Sevilla;0;10;0;PHP
ubic;Asturias (Spain);1;10;1;CSS and JavaScript
clubjunior;Gijon, Asturias, Spain;0;10;0;CSS
eLafo;Madrid;33;10;25;Ruby
SindormirNet;Madrid;7;10;3;Arduino
percevalv;Madrid;0;10;0;
dmallo;Gijón;0;10;0;Python
BrunoLopezGarcia;Oviedo, Asturias, Spain;3;10;0;C
fcanela;Madrid, Spain;4;10;0;JavaScript
nipponbyte;Valencia (Spain);6;10;1;C
jdotero;Ourense;1;10;0;XSLT
Erly;Santurtzi, Spain;1;10;8;Java
Nemur;Madrid;0;10;0;Python
cib009;España;3;10;0;PHP
juliogonzalez;Madrid, Spain;1;10;11;Shell
Mahidur;Barcelona, Spain;0;10;0;
l3xthanzero;Cordoba;0;10;2;PHP
panchoh;Madrid;1;10;0;C
migue999;Madrid;1;10;0;
pbarrio;Madrid;1;10;1;Ruby
keur;Barcelona;0;10;0;C++
amaurandi;Murcia, Spain;0;9;0;
javiertic;Murcia, Europe;0;9;0;JavaScript
LuisSuall;Granada;6;9;0;Python
vistiyos;Granada;0;9;1;Java
sadoza;Huelva;1;9;0;PHP
estraviz;Barakaldo, Bizkaia, Spain;2;9;1;R
guillermocalvo;Zaragoza, Spain;5;9;81;CSS
AndreMart;Palmas Tocantins;6;9;1;CSS
phicau;Santander;0;9;1;C++
SergioTrujillo;Gran Canaria;0;9;0;
Roberth1203;Zamora de Hidalgo, Mich;0;9;0;C# and XML
Libertual;León, Spain;0;9;0;JavaScript
carlosre;Salamanca;0;9;0;C#
solomonvimal;Barcelona;2;9;1;Matlab
rubenlucena;Barcelona;1;9;0;CSS and HTML
kakubei;Barcelona, Spain;0;9;0;Ruby
soniacasillas;Bellaterra, Barcelona, Spain;1;9;0;C++ and Arduino
dtiburon;Barcelona, Spain;9;9;1;CSS
karimhossenbux;Barcelona;4;9;0;
3-bits;Barcelona;0;9;0;PHP
vaguilera;Barcelona;1;9;6;JavaScript
Eudaldca;Barcelona, Spain;0;9;0;
jacanales;Barcelona;9;9;1;Shell
dacacioa;Barcelona, Spain;9;9;0;Python and Shell
DavidPombar;Barcelona, Spain;9;9;10;Ruby
odin-delrio;Barcelona;1;9;0;PHP
rubenrosado;Barcelona, Spain;0;9;2;Java
PerroVerd;Barcelona, Spain;0;9;1;Shell
srxavi;Barcelona, Spain;6;9;8;Python
roctoll;Barcelona;0;9;0;PHP
mromerog;Barcelona;1;9;0;FORTRAN and C
feantot;Logroño, Spain;0;9;0;
juanjoseixas;A Coruña, Spain;6;9;0;Ruby
maxaldunate;Barcelona, Spain;2;9;0;JavaScript
abertranb;Barcelona;4;9;0;JavaScript
olemoudi;Madrid;2;9;11;Python and Shell
rafaelrebolleda;Madrid;5;9;1;CSS
briofons;Madrid;1;9;3;Java
matmac;Madrid;0;9;0;JavaScript
jesusangel;Valladolid;2;9;21;PHP
jcahigal;Valladolid;0;9;0;Java
ismtabo;Valladolid;3;9;0;Python
casabona;Barcelona;21;9;48;CSS
luisortizramos;Barcelona;1;9;0;PHP and Shell
Hopobcn;Barcelona;1;9;0;PHP
phx255;Madrid;0;9;0;JavaScript
jgarciaruiz;Madrid;1;9;0;CSS and PHP
mgsolipa;Madrid;2;9;4;JavaScript
dv343;Madrid, Spain;0;9;0;C
BuiltByEdgar;Madrid;13;9;21;ActionScript and JavaScript
carlosjdelgado;Madrid;0;9;1;CSS
tesorieror;Albacete, Spain;0;9;0;Java
CarolinaFernandez;Barcelona;0;9;0;
mateusGu3rr4;Barcelona;1;9;0;Ruby
GabrielReusRodriguez;Barcelona;2;9;1;Java
lorentealberto;Cáceres, Spain;0;9;2;Python and JavaScript
Caravaca;Madrid;0;9;0;Swift and Objective-C
jfernandezmaru;Madrid;0;9;0;Python
manuelsagra;Madrid, Spain;0;9;5;PHP
giron3s;Barcelona, Spain;0;9;0;JavaScript
JSgarri;Barcelona;2;9;0;Arduino and C++
carguezu;Barcelona;0;9;7;Objective-C
neferketer;Barcelona;0;9;0;Java
noymn;Barcelona;0;9;0;HTML and CSS
AdrianDiaz81;Valencia;0;9;0;C#
Batousay;Valencia;1;9;1;PHP
baudlord;Valencia, Spain;0;9;1;Java
dsalac;Valencia, Spain;0;9;0;PHP
joseripla;Valencia;0;9;0;Java and Swift
asalom;Valencia;1;9;29;Objective-C and Ruby
pgrau;Barcelona;2;9;0;PHP
dpiscia;Barcelona;0;9;5;JavaScript
brutuscat;Barcelona;24;9;33;Ruby
jromero86;Barcelona;2;9;1;PHP
jartes;Barcelona;13;9;0;PHP
dani-Tb;Barcelona;0;9;0;PHP
MarcRamos;Barcelona, Cat;0;9;0;Shell
ricgil;Valencia, Spain;1;9;0;
Synx7;Spain;1;9;0;Java and PHP
Fatbat;Costa del Sol, Spain;1;9;0;
frnd;Madrid (España);0;9;2;Java
jclahuertar;Spain;0;9;0;PHP
manuparra;Granada, Spain;0;9;0;
IGZnestorpina;Madrid (Spain);3;9;2;Java
victe;Spain;0;9;0;CSS
n30m1nd;España;2;9;0;Python and C++
iocariz;Madrid;0;9;0;R
pablonvz;Granada - Spain;1;9;1;Assembly
jmvivo;Valencia (Spain);8;9;0;JavaScript
DavidLC102000;Molina de Segura, Murcia, Spain;0;9;0;Python
anpefi;Vigo, Spain;0;9;0;R
miansaay;España;0;9;0;JavaScript
oldlastman;cádiz;5;9;2;JavaScript
vengador;Jerez de la Frontera;23;9;1;JavaScript
Pablofb;Madrid;2;9;0;
igzsergiofernandez;Madrid;0;9;0;Java
sergioaguado;Madrid;0;9;1;R
rafaelcalleja;Madrid;4;9;12;PHP
unratito;Madrid;2;9;1;Ceylon
JonathanTS;Madrid;0;9;0;CSS and JavaScript
Gorka89;Madrid;4;9;1;JavaScript
joslugd;Spain;1;9;0;JavaScript and HTML
donuan;Spain/ UK;3;9;1;Processing
scherler;Spain;6;9;0;JavaScript
soloelectronicos;Almeria;0;9;0;Pascal
gdelatorre;Spain;0;9;0;
adriansalceanu;Sitges, Barcelona, Spain;3;9;8;Ruby
Sharemyclick;España;0;9;0;PHP
juanantoniofj;Spain, Madrid;2;9;2;JavaScript
jpinilla;Canary Islands SPAIN;0;9;0;R
pabloesc;Madrid Spain;0;9;0;R
mfernandezmsistemas;Spain (España) - Vigo;0;9;0;Python
chsanch;Madrid, Spain;3;9;6;R
ctafur;Spain;0;9;0;R
OllieGamerz;Spain;2;9;0;
pedazo;Cartagena, Spain;1;9;1;Ruby
underkin;Spain;0;9;0;JavaScript
ferrery7;Spain;0;9;0;Java
carloscarrion;Spain;0;9;0;
afinana;Spain;0;9;0;PHP and Java
mmacia;Madrid, Spain;36;9;40;PHP
jchine;Fraga, Huesca, España (Spain);3;9;2;JavaScript
fjsantosb;Spain;10;9;162;JavaScript and CSS
GuilledelaCruz;Sevilla, Spain;0;9;0;C
Xaklse;Spain;2;9;0;C++ and C
proclamo;Spain;1;9;7;PHP
ErMasLoko;Spain;0;9;2;JavaScript
dchaves;Tui, Spain;0;9;1;Groovy
ianjohnmadrid;Madrid, Spain;1;9;0;JavaScript
oochoa-antevenio;Madrid, Spain;0;9;0;R
DiegoDZ;Madrid (Spain);0;9;0;R
ferhtgoldaraz;Spain;4;9;0;JavaScript
thenanox;Madrid, Spain;1;9;0;JavaScript
xk;España;73;9;844;JavaScript
fjgilgala;Gijón;1;9;0;HTML
victorborrero;Spain;0;9;0;R
krbu;Spain;2;9;0;Shell
ManuelLunaPerez;Dos Hermanas (Sevilla);9;9;1;Python
ellocoyo;Sevilla;2;9;1;JavaScript
augsalmur;Sevilla;1;9;0;
jmaparicio;Sevilla;0;9;1;Python
ialex90;España;4;9;0;JavaScript
luisbelloch;Valencia, Spain;4;9;0;Shell and VimL
DiegoVicen;Madrid, Spain;1;9;3;Assembly and Swift
NeoMorfeo;León, Spain;4;9;1;Shell
aprofetb;Madrid, Spain;1;9;0;JavaScript
svicente1993;Sevilla;8;9;0;Java
davidfdezros;Murcia, Spain;2;9;0;
manuagui;Seville, Spain;1;9;0;CSS
arturoarevalo;Palma de Mallorca;0;9;2;C#
kesar;Palma de Mallorca, Spain;17;9;20;PHP
jrbalsas;Jaén - Spain;5;9;8;Java
damian-aragunde-udc;Galicia, Spain;1;9;1;Java
albertorm6;Santa Cruz de Tenerife;0;9;0;PHP
DavidRG13;España;1;9;0;Java and Kotlin
skrr;Córdoba, Spain;0;9;0;Python
lfgmarcantoni;Córdoba;0;9;0;Shell
m92moalj;Córdoba;3;9;3;C++
juangranadilla;Córdoba;0;9;0;
rporrasluc;Espejo, Córdoba;3;9;0;JavaScript
metabarpark;Blanes (Girona), Spain;0;9;0;R
xus;Girona;3;9;3;PHP
LordRafa;Spain;5;9;5;Java
casanova922;Spain;0;9;1;JavaScript
igarciaes;Spain;1;9;0;PHP
joselusl;Madrid (Spain);1;9;0;
rikitz;Spain;0;9;0;CSS
alextar93;Spain;0;9;0;PHP
perichus;Madrid, Spain;8;9;0;CSS
aabella;León, Spain;1;9;20;C++
neelravi;Donostia San Sebastian, Spain;0;9;0;Perl
gmolop;Spain;1;9;0;JavaScript and Shell
nickgerig;Valencia, Spain;5;9;0;
crino85;España;1;9;0;Ruby
fvena;Málaga;3;9;2;JavaScript
alberto-marin;Spain;0;9;0;CSS
pedromenendez93;España;3;9;0;
audiolab;Donostia - San Sebastian;1;9;3;PHP
EduardoRG;Murcia, Spain;0;9;0;Java
Akimaris;Spain;1;8;0;PHP
gomezdegabriel;Spain;0;8;0;C
AbelCS;Spain;1;8;2;C++
JonasLopezMesa;Santa Cruz de tenerife, España;3;8;0;C++
alex-robinson;Madrid, Spain;2;8;3;FORTRAN
GottaCodeHarder;Spain;3;8;0;C++ and C
alf-tierno;Madrid (Spain);3;8;0;
fluzo;Getafe (Madrid), Spain;1;8;4;CSS
guiyens;Segovia;4;8;3;JavaScript
fpuche;España;0;8;0;PHP
Ekihs;Valencia, Valencia, Spain;2;8;0;XML and Java
tekeiro;Valencia, Spain;0;8;0;Java
juanmont;Spain, Madrid;2;8;0;Shell and Java
vfportero;Valencia, Spain;4;8;7;JavaScript
fbac;Madrid, Spain;2;8;0;Shell and Python
IsmaHithub;Valencia Spain;1;8;0;Java
Dromaguirre;Seville, Spain;72;8;1173;Objective-C
yeraydguez;Gran Canaria Island, Spain;0;8;0;PHP and CSS
YuniorGlez;Las Palmas of Gran Canaria;1;8;0;Java and Python
markosystem;Palmas - Tocantins;0;8;0;JavaScript
antoniofernandez;Gran Canaria, Spain;4;8;3;Objective-C
rafabernad;Zaragoza (Spain);4;8;35;JavaScript
igarciadelamo;Madrid, Spain;1;8;0;Java
fixr;Madrid, Spain;6;8;1;Go
RMarinP;Spain;0;8;0;JavaScript
Txumari;Madrid & Logroño;3;8;3;JavaScript
davydorum;Madrid, Spain;0;8;0;CSS
benja-ct;Cartagena (Murcia) - Spain;0;8;0;R
dferminm;España;0;8;0;Java
CarlosML27;Mollina, Málaga, Spain;1;8;0;Java
Xoting;Manresa, Spain;1;8;0;Python and CSS
domingoa;Madrid, Spain;0;8;0;R
PabloGarciaMugnoz;Madrid, Spain;0;8;0;R
chemaper;Valladolid, Spain.;0;8;0;Shell
ivgorin;Laguna de Duero (Valladolid);1;8;0;Java
dgzornoza;España;0;8;0;C++
jesusmlg;Spain;0;8;0;CSS
CarlosOrfila;España;1;8;0;CSS
SirRagnar;Spain;0;8;0;JavaScript
jmmarquez;Spain;0;8;0;R
eduardovaldes;Spain;0;8;0;
agustincarmona;Valencia, Spain;0;8;0;PHP
RCast13;Madrid (Spain);0;8;0;
joseeloren;Las Palmas de Gran Canaria, Spain;3;8;0;Java and Matlab
jazumaquero;Málaga (Spain);0;8;0;C++ and Java
AnderUstarroz;Spain;0;8;0;Python
jmchia;Spain;2;8;4;
danipv;Málaga, Spain;4;8;2;JavaScript
pamag;Valencia, Spain/Cambridge UK;2;8;4;Shell
chuidiang;Spain;11;8;8;Java
mrrocks;Madrid, Spain;21;8;34;CSS
damacri86;España;0;8;2;Swift
alberto-morales;Madrid, Spain;1;8;0;
Nim7;Madrid (Spain);2;8;0;Java
pedropaG;Zaragoza, Spain;2;8;0;Ruby
armeris;Madrid;2;8;3;Groovy
RobertoZabala;Madrid;2;8;0;Arduino
alvarosg88;Córdoba (Spain);1;8;0;Java
fovtran;Cordoba;0;8;0;Shell
ahcruz;Cordoba;0;8;0;JavaScript
kazlan;Valencia;0;8;7;JavaScript
jaunje;Paterna, Valencia;0;8;0;PHP
Beaorpa;Valencia;0;8;0;R
David-Hervas;Valencia, Spain;0;8;0;R
mangelsnc;Valencia;11;8;2;PHP
hanbrolo;Córdoba, Spain;0;8;0;
javivelasco;Córdoba, Spain;13;8;9;JavaScript
hcentelles;Córdoba;1;8;0;JavaScript
oscardiazolivares;Córdoba (Spain);1;8;2;Java
jllucas;Madrid;0;8;0;Python
jorgegalindocruces;San Fernando, Cadiz, España;27;8;0;
sabadow;Burgos, Spain;3;8;0;Java
jmmateos;Jerez, Spain;0;8;0;JavaScript
JerryFinn;Madrid;0;8;0;R
mdaguete;A Coruña (Spain);21;8;86;Erlang
ecoslado;Madrid;0;8;0;Python and CSS
e-viesca;Madrid;0;8;1;Matlab
rodrigolive;Madrid;5;8;64;Perl
JesusCelemin;Madrid;0;8;1;CSS
orozkoinsider;Madrid;7;8;5;JavaScript
rcalderong;Madrid, Spain;0;8;0;JavaScript
xJoshx;Madrid;0;8;0;JavaScript
dariogf;Malaga;0;8;17;Ruby
ancabi;Malaga;0;8;0;Java
smallafre;Donostia - San Sebastián;0;8;0;
utolosa002;Lezo, Gipuzkoa;4;8;0;Java
JonJG;Donostia;1;8;0;CSS
AitorSG;Madrid;0;8;0;Ruby
mhauptma73;Granada;1;8;0;PHP
vzenix;Granada, Spain;0;8;0;PHP
juandavarju;Granada;2;8;0;Python and PHP
frieser;Cáceres, Spain;7;8;1;PHP
AlbertoMartinfer;Madrid;0;8;0;Ruby
KarloxLoKo;Madrid, España;0;8;0;Java
luispd;Madrid;0;8;0;R
AlejandroArmenteros;Madrid (España);0;8;0;
beeva-robertosantiago;Madrid, Spain;0;8;0;JavaScript and CSS
frascuchon;Madrid;0;8;0;Java
diegobez;Madrid;2;8;2;C#
PabloLerma;Madrid;2;8;0;Java
drodmarin;Madrid;2;8;1;Swift
javier-martin;Castellón de la plana, Spain;0;8;0;
bqhook;Madrid;2;8;0;
quarkcc;Madrid;0;8;0;R
dom-madrid;Madrid;0;8;0;
easibeacon;Bilbao, Spain;1;8;12;Java
JPG-Consulting;Bilbao, Spain;0;8;1;PHP
RushReckless;Alicante, Spain;4;8;2;CSS
periket2000;Alicante;0;8;0;Python and JavaScript
pgquiles;Alicante (Spain);1;8;3;Shell
Darky-Lucera;Alicante, Spain;0;8;3;C++
borya09;Bilbao;6;8;5;CSS
dbujan;Bilbao;2;8;0;
rubio;Murcia;2;8;1;Shell and Python
pconcepcion;Madrid;5;8;3;PHP
ahachete;Madrid, Spain;1;8;0;
Javitronxo;Madrid, Spain;2;8;0;Java and Shell
sulheru;España;0;8;1;C#
dalogax;Spain;5;8;1;Arduino
emdelsa;Madrid Spain;0;8;0;R
voroperez;Albal - Valencia - Spain;0;8;0;
juanbarman;Marbella - Spain;0;8;0;CSS
jcalvocab;Santiago de Compostela, Spain;0;8;0;R
DanielProl;Zaragoza, Spain;0;8;0;Processing
xiscuruiz;Terrassa / Spain;0;8;0;Shell and VimL
antonio-sanchez;España;0;8;1;Java and CSS
masahiromac;Valencia (Spain=;0;8;0;JavaScript and CSS
novooa;Redondela (Pontevedra,Spain);0;8;0;Python
rafaborrego;Sevilla, Spain;0;8;0;Java
TulioDomingos;Barcelona;4;8;0;Scala
gerardnll;Barcelona;1;8;0;PHP
ferranpi;Barcelona;0;8;0;Ruby
apamo;Barcelona;0;8;0;
dtarda;Barcelona;2;8;2;CSS and JavaScript
egamonal;Barcelona, Catalonia;9;8;1;JavaScript
spejman;Barcelona, Spain;45;8;122;Ruby
martinez1910;Oviedo, Spain;0;8;0;
cartoocm;Lugo de Llanera, Asturias. Spain;1;8;0;Python
grypp;Barcelona;2;8;4;C
nkundiushuti;Barcelona;4;8;3;C++
tigery;Barcelona;0;8;0;JavaScript
saimonmoore;Barcelona, Spain;45;8;162;Ruby
vfabregat;Barcelona, Spain;0;8;0;C#
jvdelso;Barcelona;0;8;0;CSS
zoraida;Barcelona;0;8;0;Python
viktors;Barcelona, Spain;9;8;10;JavaScript
DZPM;Barcelona;38;8;0;Python
MiguelPF;Barcelona, Spain;1;8;4;Ruby
ianmonge;Barcelona, Spain;19;8;0;PHP
carlospes;Pamplona (Spain);0;8;0;
fgabriel78;Seville;1;8;0;JavaScript
AlbertoImpl;Sevilla;3;8;0;
rochesto;Teruel;1;8;0;PHP
BonteConsulting;BARCELONA (Spain);0;8;0;
robertovg;Sevilla;3;8;8;JavaScript
legnaleama;Barcelona, Spain;0;8;0;
expositomarc;Barcelona;9;8;4;Java
eloipuertas;Barcelona;41;8;32;C#
Eskatrem;Barcelona;5;8;5;Clojure
dmateogarcia;Barcelona (ESPAÑA);0;8;0;
ewiggin;Girona;3;8;0;JavaScript and CSS
francesccasadella;Girona;3;8;0;
erm2587;Santa Cruz de Tenerife;19;8;1;C++
dann41;Barcelona;0;8;0;Java
LegaultOs;Barcelona;0;8;0;Java
claudix;Barcelona;0;8;0;C
pavelito;Barcelona, Spain;4;8;0;CSS
martatolos;Barcelona;0;8;0;Python
Miz85;Barcelona;2;8;2;JavaScript
starsk62;Barcelona;1;8;0;Perl
garciacarmonaam;Quintana de la Serena, Badajoz, Spain;1;8;0;C# and C++
manelvelasco;Barcelona;0;8;7;Python
jmangas;Barcelona;0;8;0;JavaScript
javiertejero;Barcelona, Spain;10;8;3;JavaScript
garcialebiere;Barcelona;0;8;0;R
ekth0r;Madrid;0;8;1;Python
CarlosAlonsoE;madrid;0;8;0;HTML
26passions;Madrid, Spain;0;8;0;JavaScript
michelsmo;Madrid;2;8;4;PHP and JavaScript
marta-rodriguez;Madrid;0;8;6;Java
adristoteles;Madrid;1;8;0;
Plumarine;Spain;0;8;0;Python
puntope;Zaragoza, Spain;1;8;0;JavaScript
fontinixxl;Tarragona;0;8;1;PHP
jcrecio;Spain;0;8;0;C#
rlmesones;Lleida;0;8;0;Python
Klego;España;1;8;0;
soukron;Valencia - Spain;1;8;4;Shell
elraro;Spain;1;8;1;Java
jmgonzalezsancho;Madrid (Spain);0;8;0;R
carlosrovira;Spain;3;8;0;ActionScript
agusmba;España;0;7;1;Python
aplcat;Tarragona, Catalonia;0;7;0;Shell
patrick-hertling;Tenerife;0;7;0;PHP and CSS
david-lorenzo88;Tenerife, Canary Islands;0;7;5;Java
marclr;Girona;3;7;0;JavaScript
rteis;Girona;1;7;0;
br0th3r;Málaga;2;7;0;JavaScript
mpalenciano;Malaga;2;7;0;Ruby
rafarq;Malaga;1;7;1;Shell
pmkto;Palma de Mallorca;0;7;0;CSS and C
mialto;Córdoba España;1;7;2;CSS
emorenopamos;Torredonjimeno (Jaén)// Córdoba;2;7;0;Java
rjgarciadelpino;Córdoba;7;7;1;JavaScript
pepesan;Vitoria-Gazteiz;0;7;1;Java
PepeAleu;Cádiz;1;7;0;PHP
AntonioPerezRivera;Jerez de la Frontera, Cádiz;1;7;0;Python
anbarquer;Cáceres;0;7;0;Java
samu22893;Cáceres, España;0;7;0;Python and Java
amon-ra;Albacete;1;7;5;Python
aaroca;Sevilla;1;7;3;Objective-C
lmiceli;Sevilla, ES;3;7;0;JavaScript
acandaldev;La Coruña;0;7;1;C#
johnanderpalma;A Coruña;0;7;0;Ruby
hapol;Santiago de Compostela;2;7;;C++ and Makefile
agomezgar;Calzada de Calatrava, Ciudad Real;0;7;0;
Alromo;Almería;0;7;0;C#
Fromau5;Almería, Spain;1;7;0;CSS
wolfwolker;Valencia;0;7;1;PHP
MariiaPresencia;Valencia;0;7;0;Java and C#
Andrago;Valencia;0;7;0;
erasmolpa;Valencia;0;7;0;HTML
abel-carrion;Valencia;1;7;0;Java
arturitu;Zaragoza, ES;2;7;0;JavaScript
